==17343== NVPROF is profiling process 17343, command: ./v4.out
==17343== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==17343== Profiling application: ./v4.out
==17343== Profiling result:
==17343== Metric result:
Invocations                               Metric Name                                                    Metric Description         Min         Max         Avg
          1               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.     1506272     1506272     1506272
          1                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
          1              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
          1                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
          1                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
          1             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
          1                      global_load_requests              Total number of global load requests from Multiprocessor          34          34          34
          1                       local_load_requests               Total number of local load requests from Multiprocessor       93704       93704       93704
          1                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
          1                     global_store_requests             Total number of global store requests from Multiprocessor          23          23          23
          1                      local_store_requests              Total number of local store requests from Multiprocessor       43656       43656       43656
          1                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
          1                    global_atomic_requests            Total number of global atomic requests from Multiprocessor           0           0           0
          1                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
          1                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
          1                surface_reduction_requests        Total number of surface reduction requests from Multiprocessor           0           0           0
          1                     texture_load_requests             Total number of texture Load requests from Multiprocessor           0           0           0
          1                          stall_inst_fetch                              Issue Stall Reasons (Instructions Fetch)      10.66%      10.66%      10.66%
          1                     stall_exec_dependency                            Issue Stall Reasons (Execution Dependency)      20.33%      20.33%      20.33%
          1                   stall_memory_dependency                                    Issue Stall Reasons (Data Request)      62.97%      62.97%      62.97%
          1                             stall_texture                                         Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
          1                                stall_sync                                 Issue Stall Reasons (Synchronization)       1.91%       1.91%       1.91%
          1                               stall_other                                           Issue Stall Reasons (Other)       4.02%       4.02%       4.02%
          1          stall_constant_memory_dependency                              Issue Stall Reasons (Immediate constant)       0.02%       0.02%       0.02%
          1                           stall_pipe_busy                                       Issue Stall Reasons (Pipe Busy)       0.09%       0.09%       0.09%
          1                     stall_memory_throttle                                 Issue Stall Reasons (Memory Throttle)       0.00%       0.00%       0.00%
          1                        stall_not_selected                                    Issue Stall Reasons (Not Selected)       0.00%       0.00%       0.00%
          1                  sysmem_read_transactions                                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                                      System Memory Write Transactions           0           0           0
          1                      l2_read_transactions                                                  L2 Read Transactions      146815      146815      146815
          1                     l2_write_transactions                                                 L2 Write Transactions       47094       47094       47094
          1                     local_memory_overhead                                                 Local Memory Overhead      99.97%      99.97%      99.97%
          1                        tex_cache_hit_rate                                                Unified Cache Hit Rate      12.10%      12.10%      12.10%
          1                    l2_tex_read_throughput                                         L2 Throughput (Texture Reads)  197.23MB/s  197.23MB/s  197.23MB/s
          1                   l2_tex_write_throughput                                        L2 Throughput (Texture Writes)  88.392MB/s  88.392MB/s  88.392MB/s
          1                  l2_tex_read_transactions                                       L2 Transactions (Texture Reads)      105031      105031      105031
          1                 l2_tex_write_transactions                                      L2 Transactions (Texture Writes)       47071       47071       47071
          1                        l2_read_throughput                                                 L2 Throughput (Reads)  275.70MB/s  275.70MB/s  275.70MB/s
          1                       l2_write_throughput                                                L2 Throughput (Writes)  88.435MB/s  88.435MB/s  88.435MB/s
          1                    sysmem_read_throughput                                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                                        System Memory Write Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                      l2_atomic_throughput                                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                                     L2 Transactions (Atomic requests)           0           0           0
          1                         sysmem_read_bytes                                              System Memory Read Bytes           0           0           0
          1                        sysmem_write_bytes                                             System Memory Write Bytes           0           0           0
          1                          gld_transactions                                              Global Load Transactions          39          39          39
          1              gld_transactions_per_request                                  Global Load Transactions Per Request    0.022754    0.022754    0.022754
          1                            l2_utilization                                                  L2 Cache Utilization     Low (1)     Low (1)     Low (1)
          1                          dram_utilization                                             Device Memory Utilization     Mid (5)     Mid (5)     Mid (5)
          1                             flop_count_hp                             Floating Point Operations(Half Precision)           0           0           0
          1                         flop_count_hp_add                         Floating Point Operations(Half Precision Add)           0           0           0
          1                         flop_count_hp_fma                         Floating Point Operations(Half Precision FMA)           0           0           0
          1                         flop_count_hp_mul                          Floating Point Operation(Half Precision Mul)           0           0           0
          1                        flop_hp_efficiency                                            FLOP Efficiency(Peak Half)       0.00%       0.00%       0.00%
          1                                inst_fp_16                                                 HP Instructions(Half)           0           0           0
          1             half_precision_fu_utilization                              Half-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  eligible_warps_per_cycle                                       Eligible Warps Per Active Cycle    0.042833    0.042833    0.042833
          1                        flop_sp_efficiency                                          FLOP Efficiency(Peak Single)       0.00%       0.00%       0.00%
          1                        flop_dp_efficiency                                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
